OrderID,EquipmentID,EquipmentType,OrderType,Priority,CreationDate,FinishDate,Status,DowntimeHours,EstimatedCost,ActualCost,MaintenanceGroup,Description,AgeDays
192,COLH-027,Colhedora,Preventiva,1,2024-05-27,2024-06-22,Concluída,2.38,5036.25,5341.46,Mecânica,Manutenção programada,26
193,COLH-009,Colhedora,Corretiva,1,2024-06-08,2024-06-25,Concluída,4.91,3479.95,4482.84,Hidráulica,Falha inesperada,17
194,COLH-037,Colhedora,Corretiva,1,2024-01-14,2024-01-17,Concluída,15.2,2246.68,2008.7699999999998,Elétrica,Falha inesperada,3
195,COLH-033,Colhedora,Corretiva,2,2024-06-26,2024-07-03,Concluída,6.83,7406.76,8276.65,Elétrica,Falha inesperada,7
196,COLH-042,Colhedora,Preventiva,2,2024-02-22,2024-03-19,Em execução,5.35,3413.6,2850.7,Mecânica,Manutenção programada,26
197,COLH-044,Colhedora,Corretiva,2,2024-11-30,2024-12-17,Em execução,4.58,3999.07,4707.59,Elétrica,Falha inesperada,17
198,COLH-024,Colhedora,Preventiva,5,2024-01-22,2024-01-29,Concluída,3.66,3979.13,4016.83,Hidráulica,Manutenção programada,7
199,COLH-015,Colhedora,Corretiva,4,2024-01-30,2024-02-20,Concluída,8.69,5003.36,4254.49,Hidráulica,Falha inesperada,21
200,COLH-032,Colhedora,Preventiva,4,2024-07-09,2024-07-10,Concluída,2.08,7649.47,8154.780000000001,Elétrica,Manutenção programada,1
201,COLH-032,Colhedora,Preventiva,3,2024-09-16,2024-10-03,Em execução,2.53,3205.72,3478.18,Hidráulica,Manutenção programada,17
202,COLH-024,Colhedora,Preventiva,2,2024-07-23,2024-08-09,Concluída,2.98,4539.79,3605.61,Hidráulica,Manutenção programada,17
203,COLH-041,Colhedora,Preventiva,5,2024-02-28,2024-03-10,Concluída,2.16,5181.29,3790.3599999999997,Mecânica,Manutenção programada,11
204,COLH-049,Colhedora,Corretiva,5,2024-09-20,2024-10-15,Concluída,7.23,3696.81,3875.0,Hidráulica,Falha inesperada,25
205,COLH-049,Colhedora,Corretiva,4,2024-01-12,2024-02-08,Concluída,0.91,4515.67,6110.25,Elétrica,Falha inesperada,27
206,COLH-012,Colhedora,Corretiva,2,2024-04-28,2024-05-27,Concluída,10.13,5891.75,6448.5599999999995,Elétrica,Falha inesperada,29
207,COLH-039,Colhedora,Corretiva,3,2024-10-16,2024-10-19,Em execução,11.68,3866.44,3631.8,Hidráulica,Falha inesperada,3
208,COLH-002,Colhedora,Corretiva,2,2024-12-03,2024-12-18,Concluída,9.36,4492.04,5657.54,Elétrica,Falha inesperada,15
209,COLH-003,Colhedora,Corretiva,1,2024-09-04,2024-10-03,Concluída,14.79,4352.97,5378.75,Mecânica,Falha inesperada,29
210,COLH-049,Colhedora,Corretiva,2,2024-12-19,2025-01-09,Concluída,10.05,4844.29,6161.55,Hidráulica,Falha inesperada,21
211,COLH-037,Colhedora,Corretiva,1,2024-05-06,2024-05-17,Em execução,11.43,5364.73,6211.849999999999,Hidráulica,Falha inesperada,11
212,COLH-049,Colhedora,Preventiva,1,2024-03-15,2024-04-10,Aberta,4.24,5879.84,6888.56,Hidráulica,Manutenção programada,26
213,COLH-017,Colhedora,Corretiva,3,2024-12-26,2025-01-23,Concluída,0.25,7906.33,8791.22,Elétrica,Falha inesperada,28
214,COLH-049,Colhedora,Preventiva,4,2024-07-22,2024-08-07,Concluída,3.42,1012.29,930.29,Elétrica,Manutenção programada,16
215,COLH-002,Colhedora,Preventiva,2,2024-02-18,2024-03-14,Concluída,1.62,4748.91,3739.0899999999997,Hidráulica,Manutenção programada,25
216,COLH-002,Colhedora,Preventiva,1,2024-03-19,2024-04-10,Concluída,1.82,2953.35,2836.44,Elétrica,Manutenção programada,22
217,COLH-028,Colhedora,Corretiva,2,2024-08-28,2024-09-25,Concluída,4.98,4421.94,5605.889999999999,Elétrica,Falha inesperada,28
218,COLH-023,Colhedora,Preventiva,4,2024-12-14,2024-12-23,Em execução,2.69,6321.3,6316.49,Hidráulica,Manutenção programada,9
219,COLH-037,Colhedora,Preventiva,4,2024-06-02,2024-06-26,Concluída,3.65,6796.69,6980.32,Hidráulica,Manutenção programada,24
220,COLH-032,Colhedora,Preventiva,5,2024-09-30,2024-10-24,Concluída,3.43,6867.07,6234.44,Elétrica,Manutenção programada,24
221,COLH-033,Colhedora,Corretiva,4,2024-04-05,2024-04-06,Concluída,7.96,6852.94,6712.07,Hidráulica,Falha inesperada,1
222,COLH-001,Colhedora,Corretiva,3,2024-08-01,2024-08-30,Concluída,10.17,4739.1,5031.83,Hidráulica,Falha inesperada,29
223,COLH-019,Colhedora,Corretiva,1,2024-10-20,2024-11-14,Concluída,10.35,7097.8,7791.85,Hidráulica,Falha inesperada,25
224,COLH-002,Colhedora,Corretiva,5,2024-07-27,2024-08-18,Concluída,9.33,7395.27,7328.34,Hidráulica,Falha inesperada,22
225,COLH-044,Colhedora,Corretiva,3,2024-12-08,2024-12-24,Concluída,2.83,5208.2,5085.37,Elétrica,Falha inesperada,16
226,COLH-026,Colhedora,Preventiva,2,2024-03-28,2024-04-06,Aberta,2.26,6765.85,7739.59,Hidráulica,Manutenção programada,9
227,COLH-032,Colhedora,Preventiva,1,2024-11-01,2024-11-20,Em execução,3.03,5061.86,5622.07,Mecânica,Manutenção programada,19
228,COLH-006,Colhedora,Corretiva,4,2024-09-20,2024-10-02,Concluída,10.2,7115.35,7774.290000000001,Hidráulica,Falha inesperada,12
229,COLH-032,Colhedora,Preventiva,1,2024-11-20,2024-12-09,Aberta,1.67,4757.51,6280.17,Mecânica,Manutenção programada,19
230,COLH-004,Colhedora,Corretiva,2,2024-11-15,2024-12-07,Em execução,7.97,4085.72,3981.66,Hidráulica,Falha inesperada,22
231,COLH-011,Colhedora,Preventiva,5,2024-06-05,2024-06-14,Concluída,1.43,3320.01,3580.79,Mecânica,Manutenção programada,9
232,COLH-017,Colhedora,Preventiva,5,2024-06-04,2024-06-11,Concluída,4.03,4739.56,5480.490000000001,Mecânica,Manutenção programada,7
233,COLH-038,Colhedora,Corretiva,5,2024-05-18,2024-06-01,Concluída,8.73,5126.58,4729.37,Hidráulica,Falha inesperada,14
234,COLH-024,Colhedora,Corretiva,4,2024-04-30,2024-05-29,Em execução,3.96,3581.22,4064.46,Hidráulica,Falha inesperada,29
235,COLH-005,Colhedora,Preventiva,3,2024-03-05,2024-03-24,Em execução,1.65,4624.84,4942.6,Hidráulica,Manutenção programada,19
236,COLH-034,Colhedora,Corretiva,3,2024-04-16,2024-05-05,Em execução,9.16,4210.18,6732.02,Mecânica,Falha inesperada,19
237,COLH-006,Colhedora,Corretiva,1,2024-05-26,2024-05-28,Aberta,12.12,3384.54,3764.44,Elétrica,Falha inesperada,2
238,COLH-022,Colhedora,Preventiva,4,2024-05-16,2024-05-25,Concluída,1.9,6553.83,7779.38,Elétrica,Manutenção programada,9
239,COLH-011,Colhedora,Corretiva,5,2024-06-10,2024-06-23,Em execução,10.36,6817.86,7781.8099999999995,Hidráulica,Falha inesperada,13
240,COLH-048,Colhedora,Preventiva,5,2024-04-09,2024-04-24,Concluída,2.46,6547.15,5921.9,Elétrica,Manutenção programada,15
241,COLH-016,Colhedora,Corretiva,2,2024-12-03,2024-12-06,Aberta,10.47,4873.77,3934.7100000000005,Elétrica,Falha inesperada,3
242,COLH-033,Colhedora,Preventiva,2,2024-11-02,2024-11-13,Concluída,3.68,4966.43,5464.04,Hidráulica,Manutenção programada,11
243,COLH-009,Colhedora,Corretiva,5,2024-05-20,2024-06-10,Concluída,8.47,3405.24,4711.11,Mecânica,Falha inesperada,21
244,COLH-006,Colhedora,Preventiva,5,2024-03-23,2024-04-06,Concluída,1.17,5621.95,6152.28,Hidráulica,Manutenção programada,14
245,COLH-016,Colhedora,Preventiva,4,2024-06-25,2024-07-20,Concluída,3.68,5254.45,5617.53,Elétrica,Manutenção programada,25
246,COLH-029,Colhedora,Corretiva,3,2024-07-16,2024-07-24,Concluída,9.51,9265.92,9338.65,Mecânica,Falha inesperada,8
247,COLH-003,Colhedora,Corretiva,2,2024-04-21,2024-05-09,Em execução,9.23,6630.65,5871.48,Elétrica,Falha inesperada,18
248,COLH-020,Colhedora,Preventiva,3,2024-02-25,2024-03-15,Concluída,3.2,5472.87,5004.45,Mecânica,Manutenção programada,19
249,COLH-036,Colhedora,Corretiva,4,2024-06-27,2024-07-13,Concluída,5.36,4937.59,3939.7400000000002,Elétrica,Falha inesperada,16
250,COLH-019,Colhedora,Corretiva,5,2024-07-04,2024-07-06,Concluída,11.25,6501.96,5919.52,Hidráulica,Falha inesperada,2
251,COLH-026,Colhedora,Corretiva,3,2024-08-05,2024-08-13,Aberta,10.69,3626.39,3505.58,Elétrica,Falha inesperada,8
252,COLH-003,Colhedora,Corretiva,5,2024-11-11,2024-12-03,Aberta,4.77,6709.46,7630.27,Elétrica,Falha inesperada,22
253,COLH-019,Colhedora,Preventiva,5,2024-08-04,2024-08-10,Concluída,4.31,3369.28,3313.23,Mecânica,Manutenção programada,6
254,COLH-020,Colhedora,Preventiva,1,2024-04-29,2024-05-11,Concluída,3.13,4157.71,4662.21,Elétrica,Manutenção programada,12
255,COLH-032,Colhedora,Corretiva,3,2024-06-23,2024-07-08,Concluída,8.39,2242.73,2650.91,Hidráulica,Falha inesperada,15
256,COLH-007,Colhedora,Corretiva,3,2024-01-23,2024-02-17,Em execução,7.47,5921.11,6620.349999999999,Hidráulica,Falha inesperada,25
257,COLH-041,Colhedora,Corretiva,5,2024-07-31,2024-08-08,Concluída,7.77,5374.89,4847.04,Hidráulica,Falha inesperada,8
258,COLH-033,Colhedora,Corretiva,4,2024-08-22,2024-08-26,Em execução,12.11,4157.78,5305.129999999999,Mecânica,Falha inesperada,4
259,COLH-040,Colhedora,Corretiva,1,2024-01-13,2024-01-28,Aberta,11.1,3606.29,2780.55,Mecânica,Falha inesperada,15
260,COLH-039,Colhedora,Preventiva,5,2024-04-10,2024-05-08,Concluída,4.01,7068.08,7009.83,Elétrica,Manutenção programada,28
261,COLH-018,Colhedora,Preventiva,2,2024-01-24,2024-02-13,Em execução,3.18,4799.59,5082.87,Elétrica,Manutenção programada,20
262,COLH-040,Colhedora,Preventiva,2,2024-12-29,2025-01-23,Em execução,3.89,3849.06,4757.18,Elétrica,Manutenção programada,25
263,COLH-001,Colhedora,Preventiva,1,2024-01-11,2024-01-28,Concluída,2.17,7882.9,9286.35,Mecânica,Manutenção programada,17
264,COLH-011,Colhedora,Corretiva,4,2024-09-29,2024-10-12,Em execução,9.75,4014.41,4928.84,Mecânica,Falha inesperada,13
265,COLH-028,Colhedora,Preventiva,5,2024-10-07,2024-10-25,Aberta,2.85,6707.93,8140.66,Elétrica,Manutenção programada,18
266,COLH-025,Colhedora,Corretiva,3,2024-04-03,2024-04-05,Aberta,1.82,3273.51,2910.17,Mecânica,Falha inesperada,2
267,COLH-023,Colhedora,Corretiva,1,2024-07-19,2024-08-01,Em execução,3.24,4467.58,5719.88,Mecânica,Falha inesperada,13
268,COLH-031,Colhedora,Corretiva,4,2024-01-21,2024-02-03,Aberta,6.01,5753.44,6868.37,Hidráulica,Falha inesperada,13
269,COLH-030,Colhedora,Corretiva,3,2024-12-05,2024-12-27,Concluída,9.25,4913.24,3296.22,Hidráulica,Falha inesperada,22
270,COLH-042,Colhedora,Preventiva,2,2024-07-29,2024-08-13,Em execução,2.34,5365.64,5489.27,Elétrica,Manutenção programada,15
271,COLH-035,Colhedora,Corretiva,2,2024-05-19,2024-06-08,Em execução,6.23,4191.75,4973.38,Elétrica,Falha inesperada,20
272,COLH-007,Colhedora,Corretiva,3,2024-10-19,2024-11-17,Concluída,10.29,2603.31,2490.98,Hidráulica,Falha inesperada,29
273,COLH-016,Colhedora,Corretiva,1,2024-10-24,2024-11-20,Concluída,6.33,7198.36,6629.7,Mecânica,Falha inesperada,27
274,COLH-026,Colhedora,Corretiva,2,2024-04-10,2024-04-20,Concluída,11.99,4283.26,6274.6,Elétrica,Falha inesperada,10
275,COLH-048,Colhedora,Preventiva,5,2024-10-30,2024-11-28,Concluída,4.17,5433.52,5822.35,Elétrica,Manutenção programada,29
276,COLH-049,Colhedora,Corretiva,3,2024-12-24,2024-12-27,Concluída,8.07,6052.94,6463.66,Elétrica,Falha inesperada,3
277,COLH-002,Colhedora,Corretiva,3,2024-01-28,2024-02-16,Concluída,10.26,5463.14,4715.9400000000005,Mecânica,Falha inesperada,19
278,COLH-001,Colhedora,Corretiva,2,2024-02-10,2024-02-13,Concluída,9.85,3937.11,3747.2200000000003,Hidráulica,Falha inesperada,3
279,COLH-048,Colhedora,Corretiva,1,2024-12-20,2025-01-11,Concluída,7.26,6739.65,6321.379999999999,Elétrica,Falha inesperada,22
280,COLH-012,Colhedora,Preventiva,5,2024-10-29,2024-11-12,Em execução,3.86,5770.52,6933.700000000001,Hidráulica,Manutenção programada,14
281,COLH-005,Colhedora,Corretiva,1,2024-05-25,2024-06-02,Em execução,11.03,5298.16,6001.87,Hidráulica,Falha inesperada,8
282,COLH-037,Colhedora,Preventiva,4,2024-09-12,2024-10-09,Em execução,2.05,5263.38,5106.93,Mecânica,Manutenção programada,27
283,COLH-032,Colhedora,Corretiva,4,2024-08-14,2024-09-06,Concluída,8.46,7523.39,8271.79,Mecânica,Falha inesperada,23
284,COLH-009,Colhedora,Corretiva,2,2024-08-23,2024-08-27,Concluída,8.43,3904.91,4002.0899999999997,Mecânica,Falha inesperada,4
285,COLH-041,Colhedora,Preventiva,2,2024-12-26,2025-01-22,Concluída,3.85,5622.88,6110.47,Mecânica,Manutenção programada,27
286,COLH-035,Colhedora,Corretiva,2,2024-01-13,2024-02-10,Concluída,6.67,4207.06,4690.870000000001,Mecânica,Falha inesperada,28
287,COLH-019,Colhedora,Corretiva,4,2024-07-28,2024-08-17,Concluída,6.21,2095.54,2731.75,Mecânica,Falha inesperada,20
288,COLH-048,Colhedora,Preventiva,1,2024-08-16,2024-08-27,Em execução,3.17,2055.9,2595.62,Elétrica,Manutenção programada,11
289,COLH-016,Colhedora,Corretiva,1,2024-04-09,2024-05-05,Em execução,11.54,3478.05,4114.89,Hidráulica,Falha inesperada,26
290,COLH-003,Colhedora,Preventiva,2,2024-01-31,2024-02-11,Concluída,1.8,4012.34,5316.99,Mecânica,Manutenção programada,11
291,COLH-020,Colhedora,Corretiva,5,2024-01-16,2024-02-12,Concluída,4.93,8259.42,9071.87,Elétrica,Falha inesperada,27
292,COLH-024,Colhedora,Preventiva,1,2024-05-16,2024-05-27,Concluída,2.48,6047.58,6078.0599999999995,Hidráulica,Manutenção programada,11
293,COLH-033,Colhedora,Preventiva,4,2024-11-24,2024-11-26,Concluída,2.66,6182.51,6404.150000000001,Mecânica,Manutenção programada,2
294,COLH-024,Colhedora,Corretiva,3,2024-06-14,2024-07-01,Em execução,2.7,4044.38,5328.52,Mecânica,Falha inesperada,17
295,COLH-011,Colhedora,Preventiva,3,2024-11-05,2024-11-14,Concluída,4.5,5091.99,5481.929999999999,Elétrica,Manutenção programada,9
296,COLH-049,Colhedora,Corretiva,3,2024-04-09,2024-05-07,Concluída,7.61,8459.23,8460.02,Hidráulica,Falha inesperada,28
297,COLH-008,Colhedora,Preventiva,5,2024-04-18,2024-05-16,Concluída,2.72,3178.37,2973.46,Mecânica,Manutenção programada,28
298,COLH-036,Colhedora,Corretiva,2,2024-12-08,2024-12-10,Concluída,12.87,5684.36,6202.79,Hidráulica,Falha inesperada,2
299,COLH-038,Colhedora,Corretiva,4,2024-06-21,2024-07-20,Em execução,10.15,7416.94,7033.049999999999,Elétrica,Falha inesperada,29
300,COLH-040,Colhedora,Corretiva,5,2024-08-24,2024-09-17,Em execução,6.39,6448.91,7776.75,Mecânica,Falha inesperada,24
301,COLH-020,Colhedora,Corretiva,4,2024-06-10,2024-06-25,Concluída,8.49,7702.31,7172.06,Hidráulica,Falha inesperada,15
302,COLH-035,Colhedora,Corretiva,4,2024-08-03,2024-08-19,Concluída,7.87,5319.3,6801.75,Elétrica,Falha inesperada,16
303,COLH-048,Colhedora,Preventiva,2,2024-09-20,2024-10-15,Concluída,4.45,5905.18,5977.0,Elétrica,Manutenção programada,25
304,COLH-025,Colhedora,Preventiva,3,2024-09-19,2024-09-23,Em execução,2.83,5164.66,4603.2699999999995,Mecânica,Manutenção programada,4
305,COLH-035,Colhedora,Preventiva,2,2024-10-18,2024-10-26,Concluída,1.56,5800.02,6251.360000000001,Hidráulica,Manutenção programada,8
306,COLH-025,Colhedora,Corretiva,5,2024-09-30,2024-10-09,Em execução,2.37,3627.19,3164.76,Mecânica,Falha inesperada,9
307,COLH-029,Colhedora,Corretiva,5,2024-01-03,2024-01-29,Aberta,12.43,6188.52,6516.02,Mecânica,Falha inesperada,26
308,COLH-018,Colhedora,Corretiva,5,2024-01-28,2024-02-23,Concluída,5.63,5441.37,5279.34,Hidráulica,Falha inesperada,26
309,COLH-046,Colhedora,Corretiva,2,2024-11-21,2024-11-26,Concluída,10.01,5093.99,6150.049999999999,Hidráulica,Falha inesperada,5
310,COLH-018,Colhedora,Corretiva,4,2024-05-28,2024-06-13,Aberta,8.22,7619.59,8028.99,Hidráulica,Falha inesperada,16
311,COLH-002,Colhedora,Corretiva,4,2024-01-28,2024-02-10,Aberta,6.75,4601.92,3951.12,Elétrica,Falha inesperada,13
312,COLH-035,Colhedora,Preventiva,1,2024-11-05,2024-11-12,Concluída,2.74,6811.73,6634.099999999999,Elétrica,Manutenção programada,7
313,COLH-016,Colhedora,Corretiva,5,2024-03-05,2024-03-31,Aberta,12.75,6960.92,7824.88,Hidráulica,Falha inesperada,26
314,COLH-041,Colhedora,Corretiva,4,2024-12-21,2025-01-10,Concluída,3.66,6283.32,7612.99,Elétrica,Falha inesperada,20
315,COLH-036,Colhedora,Corretiva,1,2024-01-21,2024-02-07,Concluída,6.84,3552.35,3816.13,Mecânica,Falha inesperada,17
316,COLH-033,Colhedora,Corretiva,4,2024-09-08,2024-09-11,Em execução,10.72,5538.62,5003.1,Hidráulica,Falha inesperada,3
317,COLH-004,Colhedora,Corretiva,5,2024-08-22,2024-08-27,Em execução,4.15,7937.71,9080.94,Mecânica,Falha inesperada,5
318,COLH-033,Colhedora,Preventiva,3,2024-08-14,2024-09-02,Concluída,4.32,2272.17,3132.62,Hidráulica,Manutenção programada,19
319,COLH-014,Colhedora,Corretiva,5,2024-01-13,2024-01-25,Concluída,10.68,4718.51,6063.74,Mecânica,Falha inesperada,12
320,COLH-021,Colhedora,Corretiva,2,2024-11-08,2024-12-07,Concluída,8.82,6743.46,7275.63,Hidráulica,Falha inesperada,29
321,COLH-048,Colhedora,Corretiva,4,2024-02-18,2024-03-16,Concluída,6.49,4827.02,4710.540000000001,Mecânica,Falha inesperada,27
322,COLH-020,Colhedora,Preventiva,4,2024-04-27,2024-05-04,Concluída,1.59,6214.83,6928.34,Hidráulica,Manutenção programada,7
323,COLH-008,Colhedora,Preventiva,2,2024-02-23,2024-03-22,Concluída,3.71,7113.79,7674.85,Hidráulica,Manutenção programada,28
324,COLH-007,Colhedora,Preventiva,2,2024-05-17,2024-05-26,Concluída,5.75,5348.01,5188.110000000001,Elétrica,Manutenção programada,9
325,COLH-003,Colhedora,Preventiva,3,2024-02-22,2024-03-21,Concluída,3.15,5763.49,6222.4,Mecânica,Manutenção programada,28
326,COLH-017,Colhedora,Corretiva,4,2024-02-13,2024-02-19,Concluída,2.52,5137.81,5281.79,Elétrica,Falha inesperada,6
327,COLH-033,Colhedora,Corretiva,4,2024-10-29,2024-11-27,Concluída,9.37,5446.71,6341.54,Mecânica,Falha inesperada,29
328,COLH-048,Colhedora,Preventiva,3,2024-02-22,2024-03-19,Concluída,3.86,8153.9,8847.51,Elétrica,Manutenção programada,26
329,COLH-012,Colhedora,Preventiva,1,2024-03-14,2024-03-31,Concluída,2.08,4904.08,4362.8099999999995,Hidráulica,Manutenção programada,17
330,COLH-022,Colhedora,Corretiva,3,2024-02-15,2024-03-02,Aberta,6.06,4470.27,3848.3300000000004,Elétrica,Falha inesperada,16
331,COLH-022,Colhedora,Preventiva,5,2024-01-13,2024-02-05,Concluída,2.25,6562.63,6790.78,Elétrica,Manutenção programada,23
332,COLH-046,Colhedora,Preventiva,4,2024-06-13,2024-06-16,Em execução,2.47,3735.62,4061.88,Hidráulica,Manutenção programada,3
333,COLH-030,Colhedora,Corretiva,2,2024-04-11,2024-05-02,Em execução,7.48,4077.92,4986.7,Elétrica,Falha inesperada,21
334,COLH-038,Colhedora,Preventiva,5,2024-10-06,2024-11-01,Aberta,2.14,4087.48,4798.12,Hidráulica,Manutenção programada,26
335,COLH-038,Colhedora,Preventiva,4,2024-09-14,2024-09-18,Concluída,1.76,4616.19,6083.139999999999,Mecânica,Manutenção programada,4
336,COLH-045,Colhedora,Corretiva,3,2024-12-02,2024-12-12,Concluída,8.52,4681.7,4607.95,Elétrica,Falha inesperada,10
337,COLH-008,Colhedora,Preventiva,5,2024-12-21,2024-12-26,Em execução,2.82,6048.65,5929.219999999999,Hidráulica,Manutenção programada,5
338,COLH-027,Colhedora,Corretiva,4,2024-05-17,2024-06-07,Concluída,6.69,4486.46,4018.61,Hidráulica,Falha inesperada,21
339,COLH-027,Colhedora,Preventiva,1,2024-06-11,2024-07-03,Concluída,3.08,6109.2,7008.73,Elétrica,Manutenção programada,22
340,COLH-034,Colhedora,Corretiva,1,2024-04-20,2024-04-30,Em execução,3.44,6296.27,6613.67,Mecânica,Falha inesperada,10
341,COLH-021,Colhedora,Corretiva,2,2024-04-11,2024-04-23,Concluída,8.79,4019.73,2836.85,Elétrica,Falha inesperada,12
342,COLH-030,Colhedora,Preventiva,4,2024-01-17,2024-01-27,Concluída,2.58,6264.06,6725.790000000001,Hidráulica,Manutenção programada,10
343,COLH-033,Colhedora,Corretiva,1,2024-09-24,2024-10-23,Concluída,8.72,6400.13,6912.91,Mecânica,Falha inesperada,29
344,COLH-028,Colhedora,Corretiva,3,2024-06-30,2024-07-13,Concluída,9.2,2358.6,2543.12,Elétrica,Falha inesperada,13
345,COLH-047,Colhedora,Corretiva,4,2024-01-24,2024-02-04,Concluída,11.39,5440.22,5977.54,Hidráulica,Falha inesperada,11
346,COLH-033,Colhedora,Corretiva,3,2024-01-29,2024-02-20,Aberta,8.31,4240.39,3564.2000000000003,Elétrica,Falha inesperada,22
347,COLH-005,Colhedora,Preventiva,3,2024-06-19,2024-07-05,Em execução,4.07,6954.6,8567.43,Mecânica,Manutenção programada,16
348,COLH-048,Colhedora,Corretiva,1,2024-08-15,2024-08-23,Aberta,7.03,4225.09,4829.3,Mecânica,Falha inesperada,8
349,COLH-019,Colhedora,Corretiva,4,2024-07-06,2024-07-14,Concluída,7.18,2990.78,1871.8200000000002,Mecânica,Falha inesperada,8
350,COLH-004,Colhedora,Corretiva,5,2024-12-11,2025-01-07,Em execução,7.73,4955.27,5250.55,Mecânica,Falha inesperada,27
351,COLH-035,Colhedora,Preventiva,1,2024-08-17,2024-09-11,Em execução,3.77,3654.54,4279.92,Mecânica,Manutenção programada,25
352,COLH-049,Colhedora,Preventiva,1,2024-11-16,2024-11-24,Concluída,3.63,6274.38,5684.03,Elétrica,Manutenção programada,8
353,COLH-017,Colhedora,Corretiva,4,2024-12-05,2024-12-18,Concluída,8.41,3787.08,4513.98,Mecânica,Falha inesperada,13
354,COLH-044,Colhedora,Corretiva,4,2024-04-28,2024-05-25,Concluída,4.32,4973.74,6618.48,Mecânica,Falha inesperada,27
355,COLH-028,Colhedora,Corretiva,3,2024-06-04,2024-06-06,Aberta,9.84,7318.72,7103.22,Hidráulica,Falha inesperada,2
356,COLH-030,Colhedora,Corretiva,4,2024-09-28,2024-10-10,Aberta,5.42,6647.79,7290.54,Mecânica,Falha inesperada,12
357,COLH-029,Colhedora,Preventiva,3,2024-06-23,2024-07-03,Concluída,2.08,5716.76,6183.64,Hidráulica,Manutenção programada,10
358,COLH-046,Colhedora,Corretiva,1,2024-04-13,2024-04-25,Em execução,4.58,4808.63,5883.26,Hidráulica,Falha inesperada,12
359,COLH-006,Colhedora,Corretiva,2,2024-04-01,2024-04-12,Aberta,7.75,5574.34,5787.27,Hidráulica,Falha inesperada,11
360,COLH-035,Colhedora,Corretiva,5,2024-07-04,2024-07-19,Concluída,11.64,6033.48,5480.11,Elétrica,Falha inesperada,15
361,COLH-041,Colhedora,Preventiva,1,2024-10-09,2024-10-25,Concluída,2.03,3520.1,4543.45,Elétrica,Manutenção programada,16
362,COLH-037,Colhedora,Corretiva,4,2024-06-29,2024-07-16,Concluída,13.04,6277.01,5771.2,Hidráulica,Falha inesperada,17
363,COLH-024,Colhedora,Corretiva,5,2024-06-18,2024-07-14,Concluída,10.73,3347.46,5094.55,Elétrica,Falha inesperada,26
364,COLH-029,Colhedora,Corretiva,2,2024-07-05,2024-07-07,Concluída,3.61,5858.68,6607.3,Mecânica,Falha inesperada,2
365,COLH-049,Colhedora,Corretiva,2,2024-06-23,2024-07-11,Em execução,6.85,3339.66,3160.5499999999997,Elétrica,Falha inesperada,18
366,COLH-046,Colhedora,Preventiva,3,2024-08-09,2024-08-21,Concluída,1.96,7944.19,9131.11,Mecânica,Manutenção programada,12
367,COLH-031,Colhedora,Corretiva,5,2024-08-20,2024-09-08,Em execução,9.99,6145.01,6437.66,Mecânica,Falha inesperada,19
368,COLH-035,Colhedora,Preventiva,3,2024-06-10,2024-07-06,Em execução,2.01,2665.96,2788.84,Elétrica,Manutenção programada,26
369,COLH-033,Colhedora,Preventiva,1,2024-05-13,2024-06-05,Concluída,1.38,4998.61,4753.91,Elétrica,Manutenção programada,23
370,COLH-021,Colhedora,Corretiva,5,2024-08-11,2024-08-29,Em execução,7.02,4217.87,3015.33,Hidráulica,Falha inesperada,18
371,COLH-032,Colhedora,Corretiva,1,2024-06-01,2024-06-18,Concluída,11.51,4040.41,4823.92,Elétrica,Falha inesperada,17
372,COLH-023,Colhedora,Preventiva,3,2024-02-02,2024-02-08,Em execução,2.81,5220.66,4218.16,Elétrica,Manutenção programada,6
373,COLH-033,Colhedora,Corretiva,5,2024-02-24,2024-03-20,Concluída,9.2,3608.01,3273.3700000000003,Elétrica,Falha inesperada,25
374,COLH-003,Colhedora,Corretiva,3,2024-01-07,2024-01-22,Concluída,9.31,6142.2,6788.48,Mecânica,Falha inesperada,15
375,COLH-018,Colhedora,Preventiva,5,2024-08-31,2024-09-03,Em execução,1.49,6056.98,5956.44,Mecânica,Manutenção programada,3
376,COLH-025,Colhedora,Corretiva,3,2024-11-08,2024-11-14,Aberta,5.3,5527.14,5952.860000000001,Mecânica,Falha inesperada,6
377,COLH-042,Colhedora,Corretiva,2,2024-05-05,2024-05-08,Concluída,8.02,4970.74,4299.78,Hidráulica,Falha inesperada,3
378,COLH-031,Colhedora,Corretiva,3,2024-01-12,2024-02-10,Concluída,6.33,5989.73,6010.959999999999,Hidráulica,Falha inesperada,29
379,COLH-003,Colhedora,Preventiva,2,2024-01-16,2024-01-17,Concluída,4.7,6187.08,6617.79,Hidráulica,Manutenção programada,1
380,COLH-040,Colhedora,Corretiva,3,2024-07-26,2024-08-08,Concluída,4.32,5682.38,5221.2,Mecânica,Falha inesperada,13
381,COLH-046,Colhedora,Corretiva,5,2024-02-12,2024-03-11,Concluída,5.27,3032.19,4681.28,Elétrica,Falha inesperada,28
382,COLH-024,Colhedora,Corretiva,5,2024-05-14,2024-06-04,Concluída,8.87,3817.42,3607.48,Hidráulica,Falha inesperada,21
383,COLH-032,Colhedora,Corretiva,5,2024-08-15,2024-09-10,Concluída,6.12,4597.91,6000.639999999999,Hidráulica,Falha inesperada,26
